DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
OPENJPA,5,82.09231805929919,NaiveBayes,BestFirst(Bi-directional),None,None,0.5483870967741935,0.16831683168316833,0.7805520676807806,0.22289525116743997,17.0,14.0,948.0,84.0
OPENJPA,5,82.09231805929919,IBk,BestFirst(Bi-directional),None,None,0.3181818181818182,0.06930693069306931,0.7325909306107325,0.08264122560468709,7.0,15.0,947.0,94.0
OPENJPA,5,82.09231805929919,RandomForest,None,OverSampling,None,0.19,0.18811881188118812,0.6855354974166855,0.10438171640055209,19.0,81.0,881.0,82.0
OPENJPA,5,82.09231805929919,NaiveBayes,None,OverSampling,None,0.4444444444444444,0.07920792079207921,0.7979456989357979,0.10883844344421748,8.0,10.0,952.0,93.0
OPENJPA,5,82.09231805929919,IBk,None,OverSampling,None,0.16494845360824742,0.15841584158415842,0.7444937321174945,0.07555532271584256,16.0,81.0,881.0,85.0
OPENJPA,5,82.09231805929919,RandomForest,None,UnderSampling,None,0.20192307692307693,0.6237623762376238,0.7144768530907145,0.18860357185600884,63.0,249.0,713.0,38.0
OPENJPA,5,82.09231805929919,NaiveBayes,None,UnderSampling,None,0.5,0.10891089108910891,0.7896914431567897,0.14997030996397595,11.0,11.0,951.0,90.0
OPENJPA,5,82.09231805929919,IBk,None,UnderSampling,None,0.1452991452991453,0.504950495049505,0.6317387456001318,0.09161714366634588,51.0,300.0,662.0,50.0
OPENJPA,5,82.09231805929919,RandomForest,None,SMOTE,None,0.2926829268292683,0.1188118811881188,0.719015664560219,0.120773285481972,12.0,29.0,933.0,89.0
OPENJPA,5,82.09231805929919,NaiveBayes,None,SMOTE,None,0.4,0.09900990099009901,0.8022941067495523,0.1257681087455784,10.0,15.0,947.0,91.0
OPENJPA,5,82.09231805929919,IBk,None,SMOTE,None,0.2894736842105263,0.10891089108910891,0.7327556040427328,0.1121493992761331,11.0,27.0,935.0,90.0
OPENJPA,5,82.09231805929919,RandomForest,None,None,SensitiveLearning,0.25862068965517243,0.1485148514851485,0.6754338115724254,0.12825093292477505,15.0,43.0,919.0,86.0
OPENJPA,5,82.09231805929919,NaiveBayes,None,None,SensitiveLearning,0.4444444444444444,0.07920792079207921,0.8004878450423005,0.10883844344421748,8.0,10.0,952.0,93.0
OPENJPA,5,82.09231805929919,IBk,None,None,SensitiveLearning,0.18333333333333332,0.10891089108910891,0.7336716000082337,0.07084509787892361,11.0,49.0,913.0,90.0
OPENJPA,5,82.09231805929919,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.1452991452991453,0.16831683168316833,0.6373582264671374,0.06010571840461308,17.0,100.0,862.0,84.0
OPENJPA,5,82.09231805929919,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.46551724137931033,0.26732673267326734,0.7814320413330315,0.2904368058690027,27.0,31.0,931.0,74.0
OPENJPA,5,82.09231805929919,IBk,BestFirst(Bi-directional),OverSampling,None,0.1271186440677966,0.1485148514851485,0.7128867252629629,0.03854307741635969,15.0,103.0,859.0,86.0
OPENJPA,5,82.09231805929919,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.21785714285714286,0.6039603960396039,0.7433564562277434,0.2098650281394664,61.0,219.0,743.0,40.0
