DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
BOOKKEEPER,4,73.96408839779005,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.21739130434782608,0.5208333333333334,0.6754685916919959,0.15492650413600204,25.0,90.0,239.0,23.0
BOOKKEEPER,4,73.96408839779005,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.5,0.08333333333333333,0.8442249240121581,0.11049941014549756,4.0,4.0,325.0,44.0
BOOKKEEPER,4,73.96408839779005,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.1506849315068493,0.22916666666666666,0.659257852077001,0.0333082959931623,11.0,62.0,267.0,37.0
BOOKKEEPER,5,77.89133942980096,RandomForest,None,None,None,0.4827586206896552,0.2641509433962264,0.7140560767365869,0.2753689434504377,14.0,15.0,343.0,39.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,None,None,None,0.4,0.03773584905660377,0.8064720143354064,0.04779474858417777,2.0,3.0,355.0,51.0
BOOKKEEPER,5,77.89133942980096,IBk,None,None,None,0.46875,0.2830188679245283,0.7139506693369875,0.28335922391655843,15.0,17.0,341.0,38.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),None,None,0.6,0.33962264150943394,0.7199852429640561,0.3755212879449135,18.0,12.0,346.0,35.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),None,None,0.3333333333333333,0.018867924528301886,0.7696584800252978,0.022204599524187737,1.0,2.0,356.0,52.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),None,None,0.42857142857142855,0.22641509433962265,0.6969010224517761,0.2274181314513734,12.0,16.0,342.0,41.0
BOOKKEEPER,5,77.89133942980096,RandomForest,None,OverSampling,None,0.2876712328767123,0.39622641509433965,0.6800621903657637,0.21621867054122773,21.0,52.0,306.0,32.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,None,OverSampling,None,0.4,0.03773584905660377,0.8066564772847054,0.04779474858417777,2.0,3.0,355.0,51.0
