@relation OPENJPA_16_TrainingSet.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
175,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
65,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
33,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
167,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
30,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
600,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
303,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
703,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1027,81,27.0,63,60,20.0,58,137,45.666666666666664,61,3,3,2,NO
263,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
95,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
302,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
279,3,3.0,3,1,1.0,1,2,2.0,2,1,1,1,NO
641,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
259,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
208,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
136,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
205,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
145,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
52,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
198,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
100,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
332,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
226,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
141,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
173,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
848,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
941,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
110,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
503,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
44,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1077,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
203,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
385,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
951,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
360,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
159,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
97,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
282,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
201,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
856,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
558,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
345,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
151,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
278,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
80,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
137,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
136,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1637,273,68.25,262,8,2.0,4,265,66.25,261,4,3,2,NO
793,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,54,54.0,54,0,0.0,0,54,54.0,54,1,0,1,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,1,0,1,NO
46,46,46.0,46,0,0.0,0,46,46.0,46,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,38,38.0,38,0,0.0,0,38,38.0,38,1,0,1,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
33,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
75,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
229,85,42.5,84,1,0.5,1,84,42.0,84,2,0,2,NO
290,36,18.0,34,2,1.0,2,34,17.0,34,2,0,2,NO
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,1,0,1,NO
54,54,54.0,54,0,0.0,0,54,54.0,54,1,0,1,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,1,0,1,NO
45,45,45.0,45,0,0.0,0,45,45.0,45,1,0,1,NO
46,46,46.0,46,0,0.0,0,46,46.0,46,1,0,1,NO
42,42,42.0,42,0,0.0,0,42,42.0,42,1,0,1,NO
52,52,52.0,52,0,0.0,0,52,52.0,52,1,0,1,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,1,0,1,NO
38,38,38.0,38,0,0.0,0,38,38.0,38,1,0,1,NO
38,38,38.0,38,0,0.0,0,38,38.0,38,1,0,1,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
108,17,17.0,17,0,0.0,0,17,17.0,17,1,0,1,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
32,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
203,6,6.0,6,0,0.0,0,6,6.0,6,1,0,1,NO
81,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
52,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,45,45.0,45,0,0.0,0,45,45.0,45,1,0,1,NO
55,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
940,3,3.0,3,3,3.0,3,0,0.0,0,1,0,1,NO
702,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
52,52,52.0,52,0,0.0,0,52,52.0,52,1,0,1,NO
37,37,37.0,37,0,0.0,0,37,37.0,37,1,0,1,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
200,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1691,71,14.2,25,27,5.4,13,44,8.8,24,5,4,3,NO
1496,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
290,18,9.0,13,10,5.0,5,8,4.0,8,2,2,2,NO
116,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
110,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
335,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1183,59,29.5,52,6,3.0,4,53,26.5,50,2,0,1,NO
110,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,6,6.0,6,0,0.0,0,6,6.0,6,1,0,1,NO
117,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
297,18,9.0,16,2,1.0,2,16,8.0,16,2,0,2,NO
264,12,6.0,8,4,2.0,4,8,4.0,8,2,0,2,NO
60,6,6.0,6,0,0.0,0,6,6.0,6,1,0,1,NO
86,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
116,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
307,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
106,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
82,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
110,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
110,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1096,276,276.0,276,3,3.0,3,273,273.0,273,1,0,1,NO
126,45,45.0,45,0,0.0,0,45,45.0,45,1,0,1,NO
71,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
108,6,6.0,6,2,2.0,2,4,4.0,4,1,0,1,NO
71,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
319,119,119.0,119,0,0.0,0,119,119.0,119,1,0,1,NO
258,61,61.0,61,0,0.0,0,61,61.0,61,1,0,1,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
110,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
109,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
259,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
112,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
339,17,8.5,9,12,6.0,8,5,2.5,5,2,2,2,NO
525,36,12.0,20,21,7.0,11,15,5.0,12,3,3,2,NO
556,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
180,2,2.0,2,1,1.0,1,1,1.0,1,1,0,1,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
478,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
564,3,3.0,3,3,3.0,3,0,0.0,0,1,0,1,YES
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,6,6.0,6,0,0.0,0,6,6.0,6,1,0,1,NO
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
100,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
105,6,6.0,6,0,0.0,0,6,6.0,6,1,0,1,NO
156,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
116,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1681,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1448,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
387,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
73,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
664,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
159,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
287,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
196,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
170,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
120,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
65,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
96,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
242,29,14.5,28,8,4.0,7,21,10.5,21,2,2,2,NO
312,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
151,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
605,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
858,7,3.5,4,1,0.5,1,6,3.0,3,2,0,1,YES
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
61,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
162,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
68,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
146,8,8.0,8,0,0.0,0,8,8.0,8,1,0,1,NO
219,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
369,4,4.0,4,4,4.0,4,0,0.0,0,1,0,1,NO
58,58,58.0,58,0,0.0,0,58,58.0,58,1,0,1,NO
48,48,48.0,48,0,0.0,0,48,48.0,48,1,0,1,NO
302,302,302.0,302,0,0.0,0,302,302.0,302,1,0,1,NO
268,14,14.0,14,8,8.0,8,6,6.0,6,1,0,1,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
546,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
263,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
129,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
61,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
161,12,3.0,6,23,5.75,18,17,4.25,12,4,0,2,NO
210,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
348,1,1.0,1,1,1.0,1,0,0.0,0,1,0,1,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
97,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1422,46,11.5,36,11,2.75,9,35,8.75,27,4,0,2,NO
670,29,9.666666666666666,21,12,4.0,7,21,7.0,18,3,0,3,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
458,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
377,14,14.0,14,8,8.0,8,6,6.0,6,1,0,1,YES
221,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
460,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
213,54,54.0,54,12,12.0,12,42,42.0,42,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
150,25,25.0,25,6,6.0,6,19,19.0,19,1,0,1,NO
80,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
131,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
385,87,29.0,82,25,8.333333333333334,18,66,22.0,64,3,1,2,YES
159,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
743,62,20.666666666666668,47,20,6.666666666666667,11,42,14.0,36,3,0,3,YES
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
209,14,14.0,14,8,8.0,8,6,6.0,6,1,0,1,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
84,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
166,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
84,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
197,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
73,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
75,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
131,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
148,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
193,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
109,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
70,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
220,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
70,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
207,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
44,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
224,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
119,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
113,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
83,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
210,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
175,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
224,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
93,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
144,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
167,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
65,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
65,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
401,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
32,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
61,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
104,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
155,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
145,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
95,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
81,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
826,2,2.0,2,2,2.0,2,0,0.0,0,1,0,1,NO
131,1,1.0,1,1,1.0,1,0,0.0,0,1,0,1,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
71,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
345,2,2.0,2,2,2.0,2,0,0.0,0,1,1,1,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
282,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
118,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
207,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
140,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
198,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
150,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
147,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
177,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
989,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
418,5,5.0,5,1,1.0,1,4,4.0,4,1,0,1,NO
115,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
128,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
436,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
170,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1028,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
333,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
247,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
87,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
67,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
164,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
91,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
307,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
775,3,3.0,3,1,1.0,1,2,2.0,2,1,0,1,NO
1780,8,4.0,5,0,0.0,0,8,4.0,5,2,0,2,NO
1254,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
71,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
1146,21,10.5,15,12,6.0,9,9,4.5,6,2,0,1,NO
142,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
167,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
230,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
611,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
138,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
163,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
2220,14,14.0,14,8,8.0,8,6,6.0,6,1,0,1,NO
96,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
152,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
136,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
69,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
104,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
269,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
544,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
321,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
379,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
87,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
82,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
96,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
